# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCacheLockFree.totalPagesRequested,1765723781583000000,1765723813395000000,4
MappedFileStorage.totalPagesMapped,1765723781583000000,1765723813395000000,0
MappedFileStorage.storages,1765723781583000000,1765723813395000000,0
FilePageCache.maxRegisteredFiles,1765723781583000000,1765723813395000000,529
FilePageCacheLockFree.totalPageAllocationsWaited,1765723781583000000,1765723813395000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1765723781583000000,1765723813395000000,14
FilePageCache.uncachedFileAccess,1765723781583000000,1765723813395000000,109
FilePageCacheLockFree.nativeBytesInUse,1765723781583000000,1765723813395000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1765723781583000000,1765723813395000000,2
DirectByteBufferAllocator.misses,1765723781583000000,1765723813395000000,192
FilePageCache.maxCacheSizeInBytes,1765723781583000000,1765723813395000000,199229440
FilePageCacheLockFree.totalHeapBytesAllocated,1765723781583000000,1765723813395000000,0
FilePageCache.disposedBuffers,1765723781583000000,1765723813395000000,193
FilePageCacheLockFree.totalBytesWritten,1765723781583000000,1765723813395000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1765723781583000000,1765723813395000000,41959424
FilePageCache.pageFastCacheHits,1765723781583000000,1765723813395000000,3818
FilePageCacheLockFree.totalPagesHandedOver,1765723781583000000,1765723813395000000,0
MappedFileStorage.totalBytesMapped,1765723781583000000,1765723813395000000,0
FilePageCache.capacityInBytes,1765723781583000000,1765723813395000000,503316478
StorageLockContext.competingThreads.90P,1765723781583000000,1765723813395000000,0
FilePageCacheLockFree.heapBytesInUse,1765723781583000000,1765723813395000000,0
FilePageCache.pageLoadsAboveSizeThreshold,1765723781583000000,1765723813395000000,0
FilePageCache.pageLoads,1765723781583000000,1765723813395000000,193
DirectByteBufferAllocator.disposed,1765723781583000000,1765723813395000000,150
FilePageCacheLockFree.totalNativeBytesReclaimed,1765723781583000000,1765723813395000000,16384
FilePageCacheLockFree.totalPagesReclaimed,1765723781583000000,1765723813395000000,2
FilePageCacheLockFree.totalHeapBytesReclaimed,1765723781583000000,1765723813395000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1765723781583000000,1765723813395000000,361
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1765723781583000000,1765723813395000000,41959424
MappedFileStorage.totalTimeSpentOnMappingUs,1765723781583000000,1765723813395000000,1161
FilePageCache.pageHits,1765723781583000000,1765723813395000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1765723781583000000,1765723813395000000,65
FilePageCacheLockFree.totalNativeBytesAllocated,1765723781583000000,1765723813395000000,16384
FilePageCacheLockFree.totalPagesAllocated,1765723781583000000,1765723813395000000,2
StorageLockContext.competingThreads.max,1765723781583000000,1765723813395000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1765723781583000000,1765723813395000000,23462
FileChannelInterruptsRetryer.totalRetriedAttempts,1765723781583000000,1765723813395000000,0
StorageLockContext.competingThreads.avg,1765723781583000000,1765723813395000000,0.0
FilePageCacheLockFree.totalPagesReadMs,1765723781583000000,1765723813395000000,8
FilePageCache.totalPageLoadsUs,1765723781583000000,1765723813395000000,333262
FilePageCacheLockFree.totalPagesWriteMs,1765723781583000000,1765723813395000000,0
FilePageCacheLockFree.totalBytesRead,1765723781583000000,1765723813395000000,16
FilePageCache.totalPageDisposalsUs,1765723781583000000,1765723813395000000,4984
DirectByteBufferAllocator.hits,1765723781583000000,1765723813395000000,3
