# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.capacityInBytes,1765610392528000000,1765610435570000000,524288000
DirectByteBufferAllocator.misses,1765610392528000000,1765610435570000000,430
DirectByteBufferAllocator.reclaimed,1765610392528000000,1765610435570000000,47
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1765610392528000000,1765610435570000000,52453376
FilePageCache.maxRegisteredFiles,1765610392528000000,1765610435570000000,1166
FilePageCache.maxCacheSizeInBytes,1765610392528000000,1765610435570000000,457203712
FilePageCache.pageFastCacheHits,1765610392528000000,1765610435570000000,8927
DirectByteBufferAllocator.hits,1765610392528000000,1765610435570000000,3
StorageLockContext.competingThreads.max,1765610392528000000,1765610435570000000,3
FilePageCache.pageLoadsAboveSizeThreshold,1765610392528000000,1765610435570000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1765610392528000000,1765610435570000000,52453376
FilePageCache.disposedBuffers,1765610392528000000,1765610435570000000,433
FilePageCache.totalPageLoadsUs,1765610392528000000,1765610435570000000,624930
StorageLockContext.competingThreads.90P,1765610392528000000,1765610435570000000,0
FilePageCache.pageHits,1765610392528000000,1765610435570000000,0
FilePageCache.uncachedFileAccess,1765610392528000000,1765610435570000000,245
FilePageCache.totalPageDisposalsUs,1765610392528000000,1765610435570000000,5604
FilePageCache.pageLoads,1765610392528000000,1765610435570000000,433
StorageLockContext.competingThreads.avg,1765610392528000000,1765610435570000000,0.04878048780487805
DirectByteBufferAllocator.disposed,1765610392528000000,1765610435570000000,386
FileNameCache.totalMisses,1765610392528000000,1765610435570000000,166
FileNameCache.queries,1765610392528000000,1765610435570000000,2267
FileNameCache.fastMisses,1765610392528000000,1765610435570000000,176
jps.library.entities.serializer.load.entities.ms,1765610392528000000,1765610435570000000,0
jps.global.get.libraries.ms,1765610392528000000,1765610435570000000,25
workspaceModel.mutableEntityStorage.to.snapshot.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1765610392528000000,1765610435570000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1765610392528000000,1765610435570000000,0
workspaceModel.global.apply.state.to.project.ms,1765610392528000000,1765610435570000000,0
workspaceModel.save.cache.to.file.ms,1765610392528000000,1765610435570000000,0
workspaceModel.sync.entities.ms,1765610392528000000,1765610435570000000,0
jps.global.initialize.library.bridges.after.loading.ms,1765610392528000000,1765610435570000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1765610392528000000,1765610435570000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1765610392528000000,1765610435570000000,0
jps.save.global.entities.ms,1765610392528000000,1765610435570000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.entities.ms,1765610392528000000,1765610435570000000,5
workspaceModel.mutableEntityStorage.collect.changes.ms,1765610392528000000,1765610435570000000,0
jps.global.initialize.library.bridges.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1765610392528000000,1765610435570000000,0
workspaceModel.global.updates.ms,1765610392528000000,1765610435570000000,0
jps.global.get.library.ms,1765610392528000000,1765610435570000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1765610392528000000,1765610435570000000,0
jps.load.initial.state.ms,1765610392528000000,1765610435570000000,17
jps.global.get.library.by.name.ms,1765610392528000000,1765610435570000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1765610392528000000,1765610435570000000,0
jps.global.handle.changed.events.ms,1765610392528000000,1765610435570000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1765610392528000000,1765610435570000000,2
workspaceModel.mutableEntityStorage.put.entity.ms,1765610392528000000,1765610435570000000,0
workspaceModel.load.cache.from.file.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1765610392528000000,1765610435570000000,0
jps.app.storage.content.reader.load.component.ms,1765610392528000000,1765610435570000000,1
workspaceModel.global.updates.count,1765610392528000000,1765610435570000000,0
jps.global.handle.before.change.events.ms,1765610392528000000,1765610435570000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1765610392528000000,1765610435570000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1765610392528000000,1765610435570000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1765610392528000000,1765610435570000000,0
jps.library.entities.serializer.save.entities.ms,1765610392528000000,1765610435570000000,0
workspaceModel.update.unloaded.entities.ms,1765610392528000000,1765610435570000000,0
workspaceModel.collect.changes.ms,1765610392528000000,1765610435570000000,0
workspaceModel.to.snapshot.ms,1765610392528000000,1765610435570000000,0
workspaceModel.init.bridges.ms,1765610392528000000,1765610435570000000,0
workspaceModel.replace.project.model.ms,1765610392528000000,1765610435570000000,0
workspaceModel.loading.from.cache.ms,1765610392528000000,1765610435570000000,28
workspaceModel.pre.handlers.ms,1765610392528000000,1765610435570000000,0
workspaceModel.initializing.ms,1765610392528000000,1765610435570000000,0
workspaceModel.check.recursive.update.ms,1765610392528000000,1765610435570000000,0
workspaceModel.updates.count,1765610392528000000,1765610435570000000,0
workspaceModel.loading.total.ms,1765610392528000000,1765610435570000000,40
workspaceModel.updates.ms,1765610392528000000,1765610435570000000,0
workspaceModel.updates.precise.ms,1765610392528000000,1765610435570000000,0
NonBlockingReadAction.finalizedExecutionsCount,1765610392528000000,1765610435570000000,17
NonBlockingReadAction.failedExecutionsCount,1765610392528000000,1765610435570000000,0
NonBlockingReadAction.failedExecutionTimeUs,1765610392528000000,1765610435570000000,0
AWTEventQueue.dispatchTimeTotalNS,1765610392528000000,1765610435570000000,38005527329
NonBlockingReadAction.finalizedExecutionTimeUs,1765610392528000000,1765610435570000000,520011
Indexes.stubs.lookupDuration90PMs,1765610392528000000,1765610435570000000,0.0
Indexes.entries.lookupDuration90PMs,1765610392528000000,1765610435570000000,10.0
Indexes.stubs.lookupDurationMaxMs,1765610392528000000,1765610435570000000,0.0
Indexes.entries.lookupDurationAvgMs,1765610392528000000,1765610435570000000,10.0
Indexes.allKeys.lookupDurationMaxMs,1765610392528000000,1765610435570000000,0.0
Indexes.allKeys.lookupDuration90PMs,1765610392528000000,1765610435570000000,0.0
Indexes.allKeys.lookups,1765610392528000000,1765610435570000000,0.0
Indexes.allKeys.lookupDurationAvgMs,1765610392528000000,1765610435570000000,0.0
Indexes.stubs.lookupDurationAvgMs,1765610392528000000,1765610435570000000,0.0
Indexes.entries.lookupDurationMaxMs,1765610392528000000,1765610435570000000,10.0
Indexes.stubs.lookups,1765610392528000000,1765610435570000000,0.0
