# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeAvgNs,1765724672805000000,1765724708171000000,0.0
FlushQueue.executionTime90PNs,1765724672805000000,1765724708171000000,0
FlushQueue.waitingTimeMaxNs,1765724672805000000,1765724708171000000,0
AWTEventQueue.dispatchTimeMaxNs,1765724672805000000,1765724708171000000,0
NonBlockingReadAction.finalizedExecutionsCount,1765724672805000000,1765724708171000000,14
AWTEventQueue.dispatchTimeTotalNS,1765724672805000000,1765724708171000000,30512909140
FlushQueue.queueSizeMax,1765724672805000000,1765724708171000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1765724672805000000,1765724708171000000,116799
NonBlockingReadAction.failedExecutionsCount,1765724672805000000,1765724708171000000,0
AWTEventQueue.eventsDispatched,1765724672805000000,1765724708171000000,0
FlushQueue.waitingTimeAvgNs,1765724672805000000,1765724708171000000,0.0
