# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
MappedFileStorage.totalTimeSpentOnMappingUs,1765724402974000000,1765724439292000000,1099
FilePageCache.pageHits,1765724402974000000,1765724439292000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1765724402974000000,1765724439292000000,2
FilePageCache.pageLoadsAboveSizeThreshold,1765724402974000000,1765724439292000000,0
MappedFileStorage.storages,1765724402974000000,1765724439292000000,0
FilePageCache.disposedBuffers,1765724402974000000,1765724439292000000,193
StorageLockContext.competingThreads.90P,1765724402974000000,1765724439292000000,0
FilePageCacheLockFree.totalBytesRequested,1765724402974000000,1765724439292000000,32768
FilePageCacheLockFree.totalPagesHandedOver,1765724402974000000,1765724439292000000,0
FilePageCacheLockFree.totalPagesWritten,1765724402974000000,1765724439292000000,0
FilePageCacheLockFree.totalPagesReclaimed,1765724402974000000,1765724439292000000,2
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1765724402974000000,1765724439292000000,41959424
FilePageCacheLockFree.totalBytesWritten,1765724402974000000,1765724439292000000,0
FilePageCacheLockFree.totalBytesRead,1765724402974000000,1765724439292000000,16
FilePageCacheLockFree.totalPagesAllocated,1765724402974000000,1765724439292000000,2
DirectByteBufferAllocator.hits,1765724402974000000,1765724439292000000,3
FilePageCache.totalPageDisposalsUs,1765724402974000000,1765724439292000000,6649
FilePageCache.maxCacheSizeInBytes,1765724402974000000,1765724439292000000,199229440
FileChannelInterruptsRetryer.totalRetriedAttempts,1765724402974000000,1765724439292000000,0
FilePageCache.pageLoads,1765724402974000000,1765724439292000000,193
FilePageCache.pageFastCacheHits,1765724402974000000,1765724439292000000,3814
workspaceModel.updates.precise.ms,1765724402974000000,1765724439292000000,0
workspaceModel.loading.total.ms,1765724402974000000,1765724439292000000,112
workspaceModel.replace.project.model.ms,1765724402974000000,1765724439292000000,0
workspaceModel.update.unloaded.entities.ms,1765724402974000000,1765724439292000000,0
workspaceModel.pre.handlers.ms,1765724402974000000,1765724439292000000,0
workspaceModel.to.snapshot.ms,1765724402974000000,1765724439292000000,0
workspaceModel.check.recursive.update.ms,1765724402974000000,1765724439292000000,0
workspaceModel.initializing.ms,1765724402974000000,1765724439292000000,0
workspaceModel.loading.from.cache.ms,1765724402974000000,1765724439292000000,97
workspaceModel.collect.changes.ms,1765724402974000000,1765724439292000000,0
workspaceModel.updates.count,1765724402974000000,1765724439292000000,0
workspaceModel.init.bridges.ms,1765724402974000000,1765724439292000000,0
workspaceModel.updates.ms,1765724402974000000,1765724439292000000,0
