# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
AWTEventQueue.dispatchTimeAvgNs,1765728824196000000,1765728862469000000,0.0
FlushQueue.tasksExecuted,1765728824196000000,1765728862469000000,0
NonBlockingReadAction.failedExecutionTimeUs,1765728824196000000,1765728862469000000,0
FlushQueue.waitingTime90PNs,1765728824196000000,1765728862469000000,0
AWTEventQueue.dispatchTimeMaxNs,1765728824196000000,1765728862469000000,0
FlushQueue.queueSize90P,1765728824196000000,1765728862469000000,0
NonBlockingReadAction.finalizedExecutionsCount,1765728824196000000,1765728862469000000,14
AWTEventQueue.dispatchTimeTotalNS,1765728824196000000,1765728862469000000,31917053513
FlushQueue.executionTimeAvgNs,1765728824196000000,1765728862469000000,0.0
AWTEventQueue.dispatchTime90PNs,1765728824196000000,1765728862469000000,0
ReadAction.executionsCount,1765728824196000000,1765728862469000000,49075
FlushQueue.waitingTimeMaxNs,1765728824196000000,1765728862469000000,0
NonBlockingReadAction.failedExecutionsCount,1765728824196000000,1765728862469000000,0
WriteAction.executionsCount,1765728824196000000,1765728862469000000,1
FlushQueue.queueSizeMax,1765728824196000000,1765728862469000000,0
FlushQueue.executionTimeMaxNs,1765728824196000000,1765728862469000000,0
FlushQueue.queueSizeAvg,1765728824196000000,1765728862469000000,0.0
NonBlockingReadAction.finalizedExecutionTimeUs,1765728824196000000,1765728862469000000,126151
FlushQueue.waitingTimeAvgNs,1765728824196000000,1765728862469000000,0.0
FlushQueue.executionTime90PNs,1765728824196000000,1765728862469000000,0
AWTEventQueue.eventsDispatched,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1765728824196000000,1765728862469000000,1
workspaceModel.mutableEntityStorage.replace.by.source.ms,1765728824196000000,1765728862469000000,0
workspaceModel.load.cache.metadata.from.file.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1765728824196000000,1765728862469000000,0
workspaceModel.moduleManagerBridge.build.module.graph.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1765728824196000000,1765728862469000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1765728824196000000,1765728862469000000,0
workspaceModel.save.cache.to.file.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.entities.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1765728824196000000,1765728862469000000,0
workspaceModel.load.cache.from.file.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1765728824196000000,1765728862469000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1765728824196000000,1765728862469000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1765728824196000000,1765728862469000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1765728824196000000,1765728862469000000,2
workspaceModel.moduleManagerBridge.load.all.modules.ms,1765728824196000000,1765728862469000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1765728824196000000,1765728862469000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1765728824196000000,1765728862469000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1765728824196000000,1765728862469000000,0
FilePageCacheLockFree.nativeBytesInUse,1765728824196000000,1765728862469000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1765728824196000000,1765728862469000000,27373
