# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.load.cache.from.file.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1765641244151000000,1765641277897000000,0
workspaceModel.save.cache.to.file.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.entities.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.add.diff.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1765641244151000000,1765641277897000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1765641244151000000,1765641277897000000,0
workspaceModel.load.cache.metadata.from.file.ms,1765641244151000000,1765641277897000000,0
FlushQueue.queueSizeAvg,1765641244151000000,1765641277897000000,0.0
FlushQueue.waitingTimeMaxNs,1765641244151000000,1765641277897000000,0
AWTEventQueue.dispatchTimeAvgNs,1765641244151000000,1765641277897000000,0.0
AWTEventQueue.eventsDispatched,1765641244151000000,1765641277897000000,0
FlushQueue.executionTime90PNs,1765641244151000000,1765641277897000000,0
AWTEventQueue.dispatchTimeMaxNs,1765641244151000000,1765641277897000000,0
WriteAction.executionsCount,1765641244151000000,1765641277897000000,1
FlushQueue.executionTimeAvgNs,1765641244151000000,1765641277897000000,0.0
FlushQueue.executionTimeMaxNs,1765641244151000000,1765641277897000000,0
FlushQueue.waitingTime90PNs,1765641244151000000,1765641277897000000,0
ReadAction.executionsCount,1765641244151000000,1765641277897000000,174
AWTEventQueue.dispatchTime90PNs,1765641244151000000,1765641277897000000,0
FlushQueue.waitingTimeAvgNs,1765641244151000000,1765641277897000000,0.0
AWTEventQueue.dispatchTimeTotalNS,1765641244151000000,1765641277897000000,10993592999
FlushQueue.tasksExecuted,1765641244151000000,1765641277897000000,0
FlushQueue.queueSize90P,1765641244151000000,1765641277897000000,0
FlushQueue.queueSizeMax,1765641244151000000,1765641277897000000,0
workspaceModel.initializing.ms,1765641244151000000,1765641277897000000,0
workspaceModel.loading.from.cache.ms,1765641244151000000,1765641277897000000,29
workspaceModel.init.bridges.ms,1765641244151000000,1765641277897000000,0
workspaceModel.loading.total.ms,1765641244151000000,1765641277897000000,45
workspaceModel.replace.project.model.ms,1765641244151000000,1765641277897000000,0
workspaceModel.collect.changes.ms,1765641244151000000,1765641277897000000,0
workspaceModel.pre.handlers.ms,1765641244151000000,1765641277897000000,0
workspaceModel.updates.precise.ms,1765641244151000000,1765641277897000000,0
workspaceModel.updates.count,1765641244151000000,1765641277897000000,0
workspaceModel.update.unloaded.entities.ms,1765641244151000000,1765641277897000000,0
workspaceModel.updates.ms,1765641244151000000,1765641277897000000,0
workspaceModel.check.recursive.update.ms,1765641244151000000,1765641277897000000,0
workspaceModel.to.snapshot.ms,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.totalPageAllocationsWaited,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.heapBytesInUse,1765641244151000000,1765641277897000000,0
DirectByteBufferAllocator.hits,1765641244151000000,1765641277897000000,5
FilePageCacheLockFree.housekeeperTurnsDone,1765641244151000000,1765641277897000000,69
FilePageCache.pageHits,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.totalPagesAllocated,1765641244151000000,1765641277897000000,2
StorageLockContext.competingThreads.avg,1765641244151000000,1765641277897000000,0.0
FilePageCache.uncachedFileAccess,1765641244151000000,1765641277897000000,117
FilePageCache.pageLoads,1765641244151000000,1765641277897000000,199
FilePageCacheLockFree.totalPagesReclaimed,1765641244151000000,1765641277897000000,2
FilePageCacheLockFree.totalPagesRequested,1765641244151000000,1765641277897000000,4
FilePageCacheLockFree.housekeeperTurnsSkipped,1765641244151000000,1765641277897000000,24901
FilePageCacheLockFree.totalPagesRequestsMs,1765641244151000000,1765641277897000000,31
FilePageCache.totalPageLoadsUs,1765641244151000000,1765641277897000000,221882
FileChannelInterruptsRetryer.totalRetriedAttempts,1765641244151000000,1765641277897000000,0
FilePageCache.maxRegisteredFiles,1765641244151000000,1765641277897000000,534
StorageLockContext.competingThreads.max,1765641244151000000,1765641277897000000,0
MappedFileStorage.totalBytesMapped,1765641244151000000,1765641277897000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1765641244151000000,1765641277897000000,44072960
FilePageCache.pageLoadsAboveSizeThreshold,1765641244151000000,1765641277897000000,0
FilePageCache.pageFastCacheHits,1765641244151000000,1765641277897000000,4139
FilePageCache.disposedBuffers,1765641244151000000,1765641277897000000,197
MappedFileStorage.totalPagesMapped,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.totalHeapBytesAllocated,1765641244151000000,1765641277897000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1765641244151000000,1765641277897000000,41975808
DirectByteBufferAllocator.misses,1765641244151000000,1765641277897000000,196
MappedFileStorage.storages,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.totalBytesWritten,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.totalPagesWriteMs,1765641244151000000,1765641277897000000,0
FilePageCache.totalPageDisposalsUs,1765641244151000000,1765641277897000000,4639
FilePageCacheLockFree.nativeBytesInUse,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.totalPagesWritten,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.totalBytesRequested,1765641244151000000,1765641277897000000,32768
FilePageCacheLockFree.totalNativeBytesAllocated,1765641244151000000,1765641277897000000,16384
MappedFileStorage.totalTimeSpentOnMappingUs,1765641244151000000,1765641277897000000,3226
DirectByteBufferAllocator.reclaimed,1765641244151000000,1765641277897000000,49
FilePageCacheLockFree.totalNativeBytesReclaimed,1765641244151000000,1765641277897000000,16384
StorageLockContext.competingThreads.90P,1765641244151000000,1765641277897000000,0
FilePageCache.capacityInBytes,1765641244151000000,1765641277897000000,503316478
FilePageCacheLockFree.totalClosedStoragesReclaimed,1765641244151000000,1765641277897000000,2
FilePageCacheLockFree.totalPagesHandedOver,1765641244151000000,1765641277897000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1765641244151000000,1765641277897000000,0
FilePageCache.maxCacheSizeInBytes,1765641244151000000,1765641277897000000,201342976
FilePageCacheLockFree.housekeeperTimeSpentMs,1765641244151000000,1765641277897000000,416
FilePageCacheLockFree.totalBytesRead,1765641244151000000,1765641277897000000,16
FilePageCacheLockFree.totalPagesReadMs,1765641244151000000,1765641277897000000,12
DirectByteBufferAllocator.disposed,1765641244151000000,1765641277897000000,150
